id, sequence_id,probability_of_presequence, prediction,cleavage_site, net_charge, position_tom_20_motif, position_amphypathic_alpha_helix, BHHPPP, BPHBHH, HBHHBb, HBHHbB, HHBHHB, HHBPHB, HHBPHH, HHBPHP, HHHBBH, HHHBPH, HHHHBB, HHPBHH, HPBHHP, PHHBPH,unnamed
496, NP_851009 GeneID:353172 Gars,0.657, Possessing mitochondrial presequence, 33(MPP),0.121," 11-15,81-85", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
496, NP_851009 GeneID:353172 Gars,0.657, Possessing mitochondrial presequence, 34(Icp55*),0.121," 11-15,81-85", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
497, NP_033101 GeneID:19895 Rpia,0.048, No mitochondrial presequence, 47(MPP),0.085," 11-15,74-78", 7-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
498, NP_063932 GeneID:56451 Suclg1,0.94, Possessing mitochondrial presequence, 26(MPP),0.038, 23-27, 13-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
498, NP_063932 GeneID:56451 Suclg1,0.94, Possessing mitochondrial presequence, 27(Icp55*),0.038, 23-27, 13-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
499, NP_038792 GeneID:27369 Dguok,0.994, Possessing mitochondrial presequence, 31(MPP),0.194," 3-7,54-58", 14-23-low, -, -, -, -, -, -, -, -, 6-11, -, -, -, -, -, 
500, NP_001155993 GeneID:27369 Dguok,0.993, Possessing mitochondrial presequence, 31(MPP),0.194," 3-7,54-58", 14-23-low, -, -, -, -, -, -, -, -, 6-11, -, -, -, -, -, 
501, NP_848754 GeneID:94282 Sfxn5,0, No mitochondrial presequence, 45(MPP),0.044, 43-47, 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
502, NP_031664 GeneID:12468 Cct7,0, No mitochondrial presequence, 38(MPP),-0.026," 45-49,65-69", 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
503, NP_075547 GeneID:65967 Eefsec,0.265, No mitochondrial presequence, 26(MPP),0.115, 23-27, 16-27-low, 25-30, -, -, -, -, -, -, -, -, -, -, -, -, -, 
503, NP_075547 GeneID:65967 Eefsec,0.265, No mitochondrial presequence, 34(Oct1),0.115, 23-27, 16-27-low, 25-30, -, -, -, -, -, -, -, -, -, -, -, -, -, 
504, NP_001161208 GeneID:66098 Chchd6,0, No mitochondrial presequence, 24(MPP),-0.125, , 19-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
505, NP_079627 GeneID:66098 Chchd6,0, No mitochondrial presequence, 24(MPP),-0.125, , 19-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
506, NP_081682 GeneID:107747 Aldh1l1,0, No mitochondrial presequence, 21(MPP),0.095, , 11-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
507, NP_080531 GeneID:67582 Slc25a26,0, No mitochondrial presequence, 48(MPP),0.021, 89-93, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
508, NP_035637 GeneID:20917 Suclg2,0.478, Possessing mitochondrial presequence, 28(MPP),0.143," 11-15,57-61", 7-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
509, NP_705736 GeneID:94044 Bcl2l13,0, No mitochondrial presequence, 74(MPP),-0.068, , 18-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
509, NP_705736 GeneID:94044 Bcl2l13,0, No mitochondrial presequence, 82(Oct1),-0.068, , 18-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
510, NP_064330 GeneID:56615 Mgst1,0.067, No mitochondrial presequence, 74(MPP),0.041," 24-28,59-63", 3-12-low, -, -, -, -, -, -, -, -, -, -, -, 23-28, -, -, 
511, NP_663548 GeneID:232536 Mrps35,0.987, Possessing mitochondrial presequence, 21(MPP),0.143, , 17-26-high, -, -, -, -, -, -, -, 18-23, -, -, -, -, -, -, 
511, NP_663548 GeneID:232536 Mrps35,0.987, Possessing mitochondrial presequence, 29(Oct1),0.143, , 17-26-high, -, -, -, -, -, -, -, 18-23, -, -, -, -, -, -, 
512, NP_038771 GeneID:27273 Pdk4,0.929, Possessing mitochondrial presequence, 10(MPP),0.3, 3-7, 19-30-high, -, -, -, -, -, -, -, 7-12, -, 6-11, -, -, -, -, 
513, NP_001071181 GeneID:71238 Acn9,0.833, Possessing mitochondrial presequence, 42(MPP),0.143," 13-17,19-23,50-54", 8-17-high, -, -, -, -, -, -, -, -," 11-16,17-22", -, 16-21, -, -, -, 
514, NP_035016 GeneID:17992 Ndufa4,0.087, No mitochondrial presequence, 36(MPP),0.111, 33-37, 2-11-high, -, -, -, -, -, -, 1-6, -, -, -, -, -, -, -, 
515, NP_038958 GeneID:30956 Aass,0.998, Possessing mitochondrial presequence, 19(MPP),0.316, , 12-21-high, -, -, -, -, -, -, -, -, -, -, 25-30, -, -, -, 
516, NP_080890 GeneID:68202 Ndufa5,0.041, No mitochondrial presequence, 46(MPP),0.109, 91-95, 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
516, NP_080890 GeneID:68202 Ndufa5,0.041, No mitochondrial presequence, 47(Icp55*),0.109, 91-95, 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
517, NP_031506 GeneID:11844 Arf5,0.129, No mitochondrial presequence, 80(MPP),0.062," 9-13,78-82", 5-14-high, -, 16-21, -, -, -, -, -, -, -, -, -, 8-13, -, -, 
518, NP_033861 GeneID:11997 Akr1b7,0, No mitochondrial presequence, 71(MPP),0," 31-35,76-80,89-93", 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
519, NP_765986 GeneID:67861 Akr1b10,0.007, No mitochondrial presequence, 30(MPP),0.1," 31-35,76-80,89-93", 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
520, NP_080888 GeneID:68198 Ndufb2,0.984, Possessing mitochondrial presequence, 73(MPP),0.11," 4-8,70-74", 10-19-high, -, -, -, -, -, -, -, -, -, -, -, 3-8, -, -, 
521, NP_034400 GeneID:14548 Mrps33,0.071, No mitochondrial presequence, 11(MPP),0, , 11-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
522, NP_001010930 GeneID:14548 Mrps33,0.004, No mitochondrial presequence, 11(MPP),0, , 11-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
523, NP_082634 GeneID:381760 Ssbp1,0.996, Possessing mitochondrial presequence, 16(MPP),0.25, , 6-15-high, -, -, -, -, -, -, 9-14, -, -, -, -, -, -, 8-13, 
524, NP_997633 GeneID:381760 Ssbp1,0.996, Possessing mitochondrial presequence, 16(MPP),0.25, , 6-15-high, -, -, -, -, -, -, 9-14, -, -, -, -, -, -, 8-13, 
525, NP_001273593 GeneID:381760 Ssbp1,0.996, Possessing mitochondrial presequence, 16(MPP),0.25, , 6-15-high, -, -, -, -, -, -, 9-14, -, -, -, -, -, -, 8-13, 
526, NP_001273592 GeneID:381760 Ssbp1,0.996, Possessing mitochondrial presequence, 16(MPP),0.25, , 6-15-high, -, -, -, -, -, -, 9-14, -, -, -, -, -, -, 8-13, 
527, NP_083831 GeneID:76263 Gstk1,0.01, No mitochondrial presequence, 29(MPP),-0.034," 4-8,29-33", 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
528, NP_112537 GeneID:83408 Gimap3,0.011, No mitochondrial presequence, 54(MPP),0.148, , 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
529, NP_083629 GeneID:75593 Malsu1,0.891, Possessing mitochondrial presequence, 57(MPP),0.14," 8-12,16-20,34-38,38-42", 8-17-high, -, -, -, -, -, -, -, -, 14-19, -, -, -, -, -, 
530, NP_031834 GeneID:13063 Cycs,0.033, No mitochondrial presequence, 40(MPP),0.15, 12-16, 4-13-low, -, -, -, -, -, -, -, -, -, -, -, 11-16, 12-17, -, 
531, NP_780732 GeneID:243382 Ppm1k,0.36, No mitochondrial presequence, 21(MPP),0.19, , 9-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
532, NP_079850 GeneID:66459 Pyurf,1, Possessing mitochondrial presequence, 34(MPP),0.206," 6-10,23-27", 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
533, NP_059095 GeneID:14080 Fabp1,0, No mitochondrial presequence, 61(MPP),0.049, 18-22, 13-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
534, NP_079706 GeneID:66223 Mrpl35,0.229, No mitochondrial presequence, 48(MPP),0.104," 9-13,57-61,64-68,76-80", 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
535, NP_081551 GeneID:69956 Ptcd3,0.969, Possessing mitochondrial presequence, 37(MPP),0.135," 34-38,66-70", 13-22-low, -, -, -, -, -, -, -, -, 6-11, -, 5-10, -, -, -, 
535, NP_081551 GeneID:69956 Ptcd3,0.969, Possessing mitochondrial presequence, 38(Icp55*),0.135," 34-38,66-70", 13-22-low, -, -, -, -, -, -, -, -, 6-11, -, 5-10, -, -, -, 
536, NP_001240618 GeneID:76614 Immt,0.533, Possessing mitochondrial presequence, 32(MPP),0.188," 1-5,19-23,43-47", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
536, NP_001240618 GeneID:76614 Immt,0.533, Possessing mitochondrial presequence, 40(Oct1),0.188," 1-5,19-23,43-47", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
537, NP_001240617 GeneID:76614 Immt,0.546, Possessing mitochondrial presequence, 32(MPP),0.188," 1-5,19-23,43-47", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
537, NP_001240617 GeneID:76614 Immt,0.546, Possessing mitochondrial presequence, 40(Oct1),0.188," 1-5,19-23,43-47", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
538, NP_001240616 GeneID:76614 Immt,0.533, Possessing mitochondrial presequence, 32(MPP),0.188," 1-5,19-23,43-47", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
538, NP_001240616 GeneID:76614 Immt,0.533, Possessing mitochondrial presequence, 40(Oct1),0.188," 1-5,19-23,43-47", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
539, NP_083949 GeneID:76614 Immt,0.52, Possessing mitochondrial presequence, 32(MPP),0.188," 1-5,19-23,43-47", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
539, NP_083949 GeneID:76614 Immt,0.52, Possessing mitochondrial presequence, 40(Oct1),0.188," 1-5,19-23,43-47", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
540, NP_001240615 GeneID:76614 Immt,0.526, Possessing mitochondrial presequence, 32(MPP),0.188," 1-5,19-23,43-47", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
540, NP_001240615 GeneID:76614 Immt,0.526, Possessing mitochondrial presequence, 40(Oct1),0.188," 1-5,19-23,43-47", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
541, NP_001240610 GeneID:76614 Immt,0.523, Possessing mitochondrial presequence, 32(MPP),0.188," 1-5,19-23,43-47", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
541, NP_001240610 GeneID:76614 Immt,0.523, Possessing mitochondrial presequence, 40(Oct1),0.188," 1-5,19-23,43-47", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
542, NP_080766 GeneID:56284 Mrpl19,0.818, Possessing mitochondrial presequence, 43(MPP),0.116, 33-37, 15-26-low, -, 17-22, 19-24, -, -, 15-20, -, -, -, 14-19, -, -, -, -, 
543, NP_038848 GeneID:15277 Hk2,0.043, No mitochondrial presequence, 42(MPP),-0.024," 3-7,60-64", 5-14-high, -, -, -, -, -, -, -, -, -, -, -, 2-7, -, -, 
544, NP_062726 GeneID:64704 Htra2,0.336, No mitochondrial presequence, 19(MPP),0.211, 16-20, 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
545, NP_081020 GeneID:68499 Mrpl53,0.27, No mitochondrial presequence, 32(MPP),0.125, , 20-29-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
545, NP_081020 GeneID:68499 Mrpl53,0.27, No mitochondrial presequence, 40(Oct1),0.125, , 20-29-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
546, NP_032664 GeneID:17768 Mthfd2,0.996, Possessing mitochondrial presequence, 44(MPP),0.114, 11-15, 7-16-high, -, -, 12-17, -, 11-16, -, -, -, -, -, -, -, -, -, 
546, NP_032664 GeneID:17768 Mthfd2,0.996, Possessing mitochondrial presequence, 45(Icp55*),0.114, 11-15, 7-16-high, -, -, 12-17, -, 11-16, -, -, -, -, -, -, -, -, -, 
547, NP_035597 GeneID:20751 Spr,0.065, No mitochondrial presequence, 31(MPP),0.065," 20-24,28-32,77-81,93-97", 12-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
547, NP_035597 GeneID:20751 Spr,0.065, No mitochondrial presequence, 32(Icp55*),0.065," 20-24,28-32,77-81,93-97", 12-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
548, NP_001003955 GeneID:52055 Rab11fip5,0.004, No mitochondrial presequence, 33(MPP),0.061, , 13-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
549, NP_803417 GeneID:52055 Rab11fip5,0.005, No mitochondrial presequence, 33(MPP),0.061, , 13-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
550, NP_079867 GeneID:66488 Fam136a,0.003, No mitochondrial presequence, 35(MPP),0.029, , 9-20-low, -, -, -, -, -, -, -, -, -, 15-20, -, -, -, -, 
551, NP_001164062 GeneID:56748 Nfu1,0.632, Possessing mitochondrial presequence, 20(MPP),0.15," 4-8,14-18,18-22,21-25", 16-25-high, -, -, -, -, 14-19, -, -, -, -, -, -, -, -, -, 
552, NP_064429 GeneID:56748 Nfu1,0.64, Possessing mitochondrial presequence, 20(MPP),0.15," 4-8,14-18,18-22,21-25", 16-25-high, -, -, -, -, 14-19, -, -, -, -, -, -, -, -, -, 
553, NP_598689 GeneID:72170 Chchd4,0, No mitochondrial presequence, 93(MPP),-0.108, , 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
554, NP_079854 GeneID:64658 Mrps25,0.545, Possessing mitochondrial presequence, 78(MPP),0.103," 44-48,75-79", 9-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
555, NP_001229289 GeneID:70047 Trnt1,0.605, Possessing mitochondrial presequence, 26(MPP),0.192," 17-21,23-27", 11-20-high, -, -, -, -, -, -, -, -, 21-26, -, 20-25, -, -, -, 
556, NP_001229287 GeneID:70047 Trnt1,0.615, Possessing mitochondrial presequence, 26(MPP),0.192," 17-21,23-27", 11-20-high, -, -, -, -, -, -, -, -, 21-26, -, 20-25, -, -, -, 
557, NP_081572 GeneID:70047 Trnt1,0.615, Possessing mitochondrial presequence, 26(MPP),0.192," 17-21,23-27", 11-20-high, -, -, -, -, -, -, -, -, 21-26, -, 20-25, -, -, -, 
558, NP_035087 GeneID:18294 Ogg1,0.54, Possessing mitochondrial presequence, 15(MPP),0.2, 96-100, 3-12-high, -, -, -, -, -, -, 2-7, -, -, 1-6, -, -, -, -, 
558, NP_035087 GeneID:18294 Ogg1,0.54, Possessing mitochondrial presequence, 23(Oct1),0.2, 96-100, 3-12-high, -, -, -, -, -, -, 2-7, -, -, 1-6, -, -, -, -, 
559, NP_001028376 GeneID:101122 Rpusd3,0.829, Possessing mitochondrial presequence, 36(MPP),0.111," 3-7,6-10,68-72,71-75", 6-15-high, -, -, -, -, 3-8, -, -, -, -, -, -, -, -, -, 
560, NP_081170 GeneID:68971 Tamm41,0.094, No mitochondrial presequence, 16(MPP),0.125," 13-17,60-64,75-79", 13-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
560, NP_081170 GeneID:68971 Tamm41,0.094, No mitochondrial presequence, 17(Icp55*),0.125," 13-17,60-64,75-79", 13-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
561, NP_001160052 GeneID:213393 8430408G22Rik,0.019, No mitochondrial presequence, 43(MPP),-0.047, 40-44, 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
562, NP_666092 GeneID:213393 8430408G22Rik,0.019, No mitochondrial presequence, 43(MPP),-0.047, 40-44, 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
563, NP_001074581 GeneID:232339 Ankrd26,0.078, No mitochondrial presequence, 31(MPP),0.194," 1-5,51-55,63-67,84-88", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
564, NP_659064 GeneID:214932 Cecr5,0.958, Possessing mitochondrial presequence, 35(MPP),0.143, 71-75, 9-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
565, NP_001074517 GeneID:71803 Slc25a18,0.053, No mitochondrial presequence, 72(MPP),0.056, 85-89, 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
566, NP_031570 GeneID:12122 Bid,0, No mitochondrial presequence, 89(MPP),-0.146, 87-91, 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
566, NP_031570 GeneID:12122 Bid,0, No mitochondrial presequence, 90(Icp55*),-0.146, 87-91, 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
567, NP_031557 GeneID:12034 Phb2,0.806, Possessing mitochondrial presequence, 89(MPP),0.067, 22-26, 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
568, NP_033441 GeneID:21991 Tpi1,0, No mitochondrial presequence, 36(MPP),-0.111, , 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
569, NP_032110 GeneID:14433 Gapdh,0.018, No mitochondrial presequence, 15(MPP),0.2," 12-16,16-20", 7-16-high, -, -, -, -, -, -, -, -, -, -, -, 15-20, -, -, 
570, NP_001276655 GeneID:14433 Gapdh,0.089, No mitochondrial presequence, 41(MPP),0.195," 16-20,24-28,38-42,42-46", 20-29-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
571, NP_079871 GeneID:66493 Mrpl51,0.85, Possessing mitochondrial presequence, 23(MPP),0.13," 28-32,88-92", 13-24-low, -, -, -, -, -, -, -, 20-25, -, -, -, -, -, 19-24, 
571, NP_079871 GeneID:66493 Mrpl51,0.85, Possessing mitochondrial presequence, 24(Icp55*),0.13," 28-32,88-92", 13-24-low, -, -, -, -, -, -, -, 20-25, -, -, -, -, -, 19-24, 
572, NP_079634 GeneID:66108 Ndufa9,0.912, Possessing mitochondrial presequence, 35(MPP),0.143," 9-13,36-40,65-69", 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
573, NP_038574 GeneID:15199 Hebp1,0.052, No mitochondrial presequence, 57(MPP),-0.088," 59-63,62-66", 5-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
574, NP_031558 GeneID:12035 Bcat1,0, No mitochondrial presequence, 27(MPP),-0.074, 87-91, 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
575, NP_001019639 GeneID:12035 Bcat1,0.983, Possessing mitochondrial presequence, 62(MPP),0.113," 9-13,44-48", 1-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
576, NP_598449 GeneID:67636 Lyrm5,0.084, No mitochondrial presequence, 80(MPP),0.1, , 8-17-low, -, -, -, -, -, -, 12-17, -, -, -, -, -, -, 11-16, 
576, NP_598449 GeneID:67636 Lyrm5,0.084, No mitochondrial presequence, 81(Icp55*),0.1, , 8-17-low, -, -, -, -, -, -, 12-17, -, -, -, -, -, -, 11-16, 
577, NP_001157100 GeneID:67636 Lyrm5,0.084, No mitochondrial presequence, 80(MPP),0.1, , 8-17-low, -, -, -, -, -, -, 12-17, -, -, -, -, -, -, 11-16, 
577, NP_001157100 GeneID:67636 Lyrm5,0.084, No mitochondrial presequence, 81(Icp55*),0.1, , 8-17-low, -, -, -, -, -, -, 12-17, -, -, -, -, -, -, 11-16, 
578, NP_079892 GeneID:66525 Timm50,1, Possessing mitochondrial presequence, 21(MPP),0.19," 23-27,63-67", 7-16-high, -, -, -, -, -, -, -, -, -, -, -, 22-27, -, -, 
579, NP_033217 GeneID:20480 Clpb,0.923, Possessing mitochondrial presequence, 67(MPP),0.134, 13-17, 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
580, NP_848873 GeneID:272428 Acsm5,0.762, Possessing mitochondrial presequence, 22(MPP),0.182, , 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
581, NP_032181 GeneID:14751 Gpi1,0.024, No mitochondrial presequence, 19(MPP),0.105, 10-14, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
582, NP_852072 GeneID:109264 Me3,0.768, Possessing mitochondrial presequence, 24(MPP),0.167," 14-18,90-94,93-97", 11-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
583, NP_705819 GeneID:244141 Nars2,0.995, Possessing mitochondrial presequence, 13(MPP),0.231," 4-8,10-14", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
584, NP_001123951 GeneID:53322 Nucb2,0.012, No mitochondrial presequence, 73(MPP),-0.082, , 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
585, NP_444349 GeneID:93747 Echs1,0.946, Possessing mitochondrial presequence, 27(MPP),0.148," 3-7,8-12,24-28", 8-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
586, NP_079624 GeneID:66091 Ndufa3,0.021, No mitochondrial presequence, 59(MPP),0.068, 38-42, 4-13-high, -, -, -, -, -, -, 8-13, -, -, 7-12, -, -, -, -, 
587, NP_780581 GeneID:108841 Rdh13,0.007, No mitochondrial presequence, 62(MPP),0.081, 1-5, 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
588, NP_899665 GeneID:333182 Cox6b2,0.045, No mitochondrial presequence, 50(MPP),0.1," 39-43,59-63", 11-20-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
589, NP_001276777 GeneID:333182 Cox6b2,0.045, No mitochondrial presequence, 50(MPP),0.1," 39-43,59-63", 11-20-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
590, NP_001276778 GeneID:333182 Cox6b2,0.02, No mitochondrial presequence, 50(MPP),0.1, 39-43, 11-20-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
591, NP_001276779 GeneID:333182 Cox6b2,0.017, No mitochondrial presequence, 50(MPP),0.1, 39-43, 11-20-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
592, NP_899664 GeneID:333182 Cox6b2,0.045, No mitochondrial presequence, 50(MPP),0.1," 39-43,59-63", 11-20-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
593, NP_001095068 GeneID:664994 Isoc2a,0.016, No mitochondrial presequence, 44(MPP),0.045," 8-12,41-45,44-48,47-51", 19-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
594, NP_115794 GeneID:13400 Dmpk,0, No mitochondrial presequence, 80(MPP),-0.037," 38-42,73-77", 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
595, NP_001177419 GeneID:13400 Dmpk,0, No mitochondrial presequence, 80(MPP),-0.037," 38-42,73-77", 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
596, NP_001177420 GeneID:13400 Dmpk,0, No mitochondrial presequence, 80(MPP),-0.037," 38-42,73-77", 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
597, NP_997408 GeneID:403187 Opa3,0.146, No mitochondrial presequence, 18(MPP),0.111," 8-12,48-52", 16-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
598, NP_001103218 GeneID:53333 Tomm40,0, No mitochondrial presequence, 53(MPP),0.019, , 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
599, NP_058567 GeneID:53333 Tomm40,0, No mitochondrial presequence, 53(MPP),0.019, , 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
600, NP_075643 GeneID:66071 Ethe1,0.993, Possessing mitochondrial presequence, 12(MPP),0.25, 5-9, 21-30-low, -, -, -, 6-11, -, -, 24-29, -, -, 23-28, -, -, -, -, 
600, NP_075643 GeneID:66071 Ethe1,0.993, Possessing mitochondrial presequence, 13(Icp55*),0.25, 5-9, 21-30-low, -, -, -, 6-11, -, -, 24-29, -, -, 23-28, -, -, -, -, 
601, NP_079780 GeneID:66349 Atp5sl,0.115, No mitochondrial presequence, 20(MPP),0.15, , 21-30-low, -, 2-7, -, -, -, -, -, -, -, -, -, -, -, -, 
602, NP_031559 GeneID:12039 Bckdha,0.959, Possessing mitochondrial presequence, 32(MPP),0.188," 7-11,79-83", 12-21-high, -, -, 8-13, -, 7-12, -, -, -, -, -, -, -, -, -, 
602, NP_031559 GeneID:12039 Bckdha,0.959, Possessing mitochondrial presequence, 33(Icp55*),0.188," 7-11,79-83", 12-21-high, -, -, 8-13, -, 7-12, -, -, -, -, -, -, -, -, -, 
603, NP_598531 GeneID:76889 Adck4,0.895, Possessing mitochondrial presequence, 40(MPP),0.125," 16-20,90-94", 8-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
604, NP_058052 GeneID:51798 Ech1,0.993, Possessing mitochondrial presequence, 33(MPP),0.121, 80-84, 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
604, NP_058052 GeneID:51798 Ech1,0.993, Possessing mitochondrial presequence, 41(Oct1),0.121, 80-84, 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
605, NP_036015 GeneID:24030 Mrps12,0.996, Possessing mitochondrial presequence, 29(MPP),0.069, , 9-18-high, -, -, -, -, -, -, -, -, -, 25-30, -, -, -, -, 
606, NP_076126 GeneID:71984 Sars2,0.929, Possessing mitochondrial presequence, 33(MPP),0.212, 5-9, 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
606, NP_076126 GeneID:71984 Sars2,0.929, Possessing mitochondrial presequence, 34(Icp55*),0.212, 5-9, 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
607, NP_034074 GeneID:12865 Cox7a1,0.982, Possessing mitochondrial presequence, 13(MPP),0.231, , 5-14-high, -, -, -, -, -, -, -, 10-15, -, 9-14, -, -, -, -, 
607, NP_034074 GeneID:12865 Cox7a1,0.982, Possessing mitochondrial presequence, 21(Oct1),0.231, , 5-14-high, -, -, -, -, -, -, -, 10-15, -, 9-14, -, -, -, -, 
608, NP_001028312 GeneID:68332 Sdhaf1,0.055, No mitochondrial presequence, 38(MPP),0.158, , 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
609, NP_062419 GeneID:56189 Prodh2,0.075, No mitochondrial presequence, 66(MPP),0.076," 37-41,43-47", 13-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
610, NP_079904 GeneID:110323 Cox6b1,0.01, No mitochondrial presequence, 60(MPP),0.067," 40-44,57-61", 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
