 Sequence ID, Probability of presequence, Prediction,Cleavage_site, Net charge, Positions for TOM20 recognition motif (deliminated by comma), Position of amphypathic alpha-helix, BHHPPP, BPHBHH, HBHHBb, HBHHbB, HHBHHB, HHBPHB, HHBPHH, HHBPHP, HHHBBH, HHHBPH, HHHHBB, HHPBHH, HPBHHP, PHHBPH,
 NP_083949 GeneID:76614 Immt,0.52, Possessing mitochondrial presequence," 32(MPP), 40(Oct1)",0.188," 1-5,19-23,43-47", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001240615 GeneID:76614 Immt,0.526, Possessing mitochondrial presequence," 32(MPP), 40(Oct1)",0.188," 1-5,19-23,43-47", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001240610 GeneID:76614 Immt,0.523, Possessing mitochondrial presequence," 32(MPP), 40(Oct1)",0.188," 1-5,19-23,43-47", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080766 GeneID:56284 Mrpl19,0.818, Possessing mitochondrial presequence, 43(MPP),0.116, 33-37, 15-26-low, -, 17-22, 19-24, -, -, 15-20, -, -, -, 14-19, -, -, -, -, 
 NP_038848 GeneID:15277 Hk2,0.043, No mitochondrial presequence, 42(MPP),-0.024," 3-7,60-64", 5-14-high, -, -, -, -, -, -, -, -, -, -, -, 2-7, -, -, 
 NP_062726 GeneID:64704 Htra2,0.336, No mitochondrial presequence, 19(MPP),0.211, 16-20, 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_081020 GeneID:68499 Mrpl53,0.27, No mitochondrial presequence," 32(MPP), 40(Oct1)",0.125, , 20-29-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_032664 GeneID:17768 Mthfd2,0.996, Possessing mitochondrial presequence," 44(MPP), 45(Icp55*)",0.114, 11-15, 7-16-high, -, -, 12-17, -, 11-16, -, -, -, -, -, -, -, -, -, 
 NP_035597 GeneID:20751 Spr,0.065, No mitochondrial presequence," 31(MPP), 32(Icp55*)",0.065," 20-24,28-32,77-81,93-97", 12-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001003955 GeneID:52055 Rab11fip5,0.004, No mitochondrial presequence, 33(MPP),0.061, , 13-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_803417 GeneID:52055 Rab11fip5,0.005, No mitochondrial presequence, 33(MPP),0.061, , 13-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_079867 GeneID:66488 Fam136a,0.003, No mitochondrial presequence, 35(MPP),0.029, , 9-20-low, -, -, -, -, -, -, -, -, -, 15-20, -, -, -, -, 
 NP_001164062 GeneID:56748 Nfu1,0.632, Possessing mitochondrial presequence, 20(MPP),0.15," 4-8,14-18,18-22,21-25", 16-25-high, -, -, -, -, 14-19, -, -, -, -, -, -, -, -, -, 
 NP_064429 GeneID:56748 Nfu1,0.64, Possessing mitochondrial presequence, 20(MPP),0.15," 4-8,14-18,18-22,21-25", 16-25-high, -, -, -, -, 14-19, -, -, -, -, -, -, -, -, -, 
 NP_598689 GeneID:72170 Chchd4,0, No mitochondrial presequence, 93(MPP),-0.108, , 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_079854 GeneID:64658 Mrps25,0.545, Possessing mitochondrial presequence, 78(MPP),0.103," 44-48,75-79", 9-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001229289 GeneID:70047 Trnt1,0.605, Possessing mitochondrial presequence, 26(MPP),0.192," 17-21,23-27", 11-20-high, -, -, -, -, -, -, -, -, 21-26, -, 20-25, -, -, -, 
 NP_001229287 GeneID:70047 Trnt1,0.615, Possessing mitochondrial presequence, 26(MPP),0.192," 17-21,23-27", 11-20-high, -, -, -, -, -, -, -, -, 21-26, -, 20-25, -, -, -, 
 NP_081572 GeneID:70047 Trnt1,0.615, Possessing mitochondrial presequence, 26(MPP),0.192," 17-21,23-27", 11-20-high, -, -, -, -, -, -, -, -, 21-26, -, 20-25, -, -, -, 
 NP_035087 GeneID:18294 Ogg1,0.54, Possessing mitochondrial presequence," 15(MPP), 23(Oct1)",0.2, 96-100, 3-12-high, -, -, -, -, -, -, 2-7, -, -, 1-6, -, -, -, -, 
 NP_001028376 GeneID:101122 Rpusd3,0.829, Possessing mitochondrial presequence, 36(MPP),0.111," 3-7,6-10,68-72,71-75", 6-15-high, -, -, -, -, 3-8, -, -, -, -, -, -, -, -, -, 
 NP_081170 GeneID:68971 Tamm41,0.094, No mitochondrial presequence," 16(MPP), 17(Icp55*)",0.125," 13-17,60-64,75-79", 13-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001160052 GeneID:213393 8430408G22Rik,0.019, No mitochondrial presequence, 43(MPP),-0.047, 40-44, 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_666092 GeneID:213393 8430408G22Rik,0.019, No mitochondrial presequence, 43(MPP),-0.047, 40-44, 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001074581 GeneID:232339 Ankrd26,0.078, No mitochondrial presequence, 31(MPP),0.194," 1-5,51-55,63-67,84-88", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_659064 GeneID:214932 Cecr5,0.958, Possessing mitochondrial presequence, 35(MPP),0.143, 71-75, 9-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001074517 GeneID:71803 Slc25a18,0.053, No mitochondrial presequence, 72(MPP),0.056, 85-89, 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_031570 GeneID:12122 Bid,0, No mitochondrial presequence," 89(MPP), 90(Icp55*)",-0.146, 87-91, 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_031557 GeneID:12034 Phb2,0.806, Possessing mitochondrial presequence, 89(MPP),0.067, 22-26, 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_033441 GeneID:21991 Tpi1,0, No mitochondrial presequence, 36(MPP),-0.111, , 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_032110 GeneID:14433 Gapdh,0.018, No mitochondrial presequence, 15(MPP),0.2," 12-16,16-20", 7-16-high, -, -, -, -, -, -, -, -, -, -, -, 15-20, -, -, 
 NP_001276655 GeneID:14433 Gapdh,0.089, No mitochondrial presequence, 41(MPP),0.195," 16-20,24-28,38-42,42-46", 20-29-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_079871 GeneID:66493 Mrpl51,0.85, Possessing mitochondrial presequence," 23(MPP), 24(Icp55*)",0.13," 28-32,88-92", 13-24-low, -, -, -, -, -, -, -, 20-25, -, -, -, -, -, 19-24, 
 NP_079634 GeneID:66108 Ndufa9,0.912, Possessing mitochondrial presequence, 35(MPP),0.143," 9-13,36-40,65-69", 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_038574 GeneID:15199 Hebp1,0.052, No mitochondrial presequence, 57(MPP),-0.088," 59-63,62-66", 5-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_031558 GeneID:12035 Bcat1,0, No mitochondrial presequence, 27(MPP),-0.074, 87-91, 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001019639 GeneID:12035 Bcat1,0.983, Possessing mitochondrial presequence, 62(MPP),0.113," 9-13,44-48", 1-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_598449 GeneID:67636 Lyrm5,0.084, No mitochondrial presequence," 80(MPP), 81(Icp55*)",0.1, , 8-17-low, -, -, -, -, -, -, 12-17, -, -, -, -, -, -, 11-16, 
 NP_001157100 GeneID:67636 Lyrm5,0.084, No mitochondrial presequence," 80(MPP), 81(Icp55*)",0.1, , 8-17-low, -, -, -, -, -, -, 12-17, -, -, -, -, -, -, 11-16, 
 NP_079892 GeneID:66525 Timm50,1, Possessing mitochondrial presequence, 21(MPP),0.19," 23-27,63-67", 7-16-high, -, -, -, -, -, -, -, -, -, -, -, 22-27, -, -, 
 NP_033217 GeneID:20480 Clpb,0.923, Possessing mitochondrial presequence, 67(MPP),0.134, 13-17, 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_848873 GeneID:272428 Acsm5,0.762, Possessing mitochondrial presequence, 22(MPP),0.182, , 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_032181 GeneID:14751 Gpi1,0.024, No mitochondrial presequence, 19(MPP),0.105, 10-14, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_852072 GeneID:109264 Me3,0.768, Possessing mitochondrial presequence, 24(MPP),0.167," 14-18,90-94,93-97", 11-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_705819 GeneID:244141 Nars2,0.995, Possessing mitochondrial presequence, 13(MPP),0.231," 4-8,10-14", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001123951 GeneID:53322 Nucb2,0.012, No mitochondrial presequence, 73(MPP),-0.082, , 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_444349 GeneID:93747 Echs1,0.946, Possessing mitochondrial presequence, 27(MPP),0.148," 3-7,8-12,24-28", 8-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_079624 GeneID:66091 Ndufa3,0.021, No mitochondrial presequence, 59(MPP),0.068, 38-42, 4-13-high, -, -, -, -, -, -, 8-13, -, -, 7-12, -, -, -, -, 
 NP_780581 GeneID:108841 Rdh13,0.007, No mitochondrial presequence, 62(MPP),0.081, 1-5, 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_899665 GeneID:333182 Cox6b2,0.045, No mitochondrial presequence, 50(MPP),0.1," 39-43,59-63", 11-20-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001276777 GeneID:333182 Cox6b2,0.045, No mitochondrial presequence, 50(MPP),0.1," 39-43,59-63", 11-20-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001276778 GeneID:333182 Cox6b2,0.02, No mitochondrial presequence, 50(MPP),0.1, 39-43, 11-20-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001276779 GeneID:333182 Cox6b2,0.017, No mitochondrial presequence, 50(MPP),0.1, 39-43, 11-20-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_899664 GeneID:333182 Cox6b2,0.045, No mitochondrial presequence, 50(MPP),0.1," 39-43,59-63", 11-20-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001095068 GeneID:664994 Isoc2a,0.016, No mitochondrial presequence, 44(MPP),0.045," 8-12,41-45,44-48,47-51", 19-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_115794 GeneID:13400 Dmpk,0, No mitochondrial presequence, 80(MPP),-0.037," 38-42,73-77", 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001177419 GeneID:13400 Dmpk,0, No mitochondrial presequence, 80(MPP),-0.037," 38-42,73-77", 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001177420 GeneID:13400 Dmpk,0, No mitochondrial presequence, 80(MPP),-0.037," 38-42,73-77", 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_997408 GeneID:403187 Opa3,0.146, No mitochondrial presequence, 18(MPP),0.111," 8-12,48-52", 16-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001103218 GeneID:53333 Tomm40,0, No mitochondrial presequence, 53(MPP),0.019, , 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_058567 GeneID:53333 Tomm40,0, No mitochondrial presequence, 53(MPP),0.019, , 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_075643 GeneID:66071 Ethe1,0.993, Possessing mitochondrial presequence," 12(MPP), 13(Icp55*)",0.25, 5-9, 21-30-low, -, -, -, 6-11, -, -, 24-29, -, -, 23-28, -, -, -, -, 
 NP_079780 GeneID:66349 Atp5sl,0.115, No mitochondrial presequence, 20(MPP),0.15, , 21-30-low, -, 2-7, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_031559 GeneID:12039 Bckdha,0.959, Possessing mitochondrial presequence," 32(MPP), 33(Icp55*)",0.188," 7-11,79-83", 12-21-high, -, -, 8-13, -, 7-12, -, -, -, -, -, -, -, -, -, 
 NP_598531 GeneID:76889 Adck4,0.895, Possessing mitochondrial presequence, 40(MPP),0.125," 16-20,90-94", 8-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_058052 GeneID:51798 Ech1,0.993, Possessing mitochondrial presequence," 33(MPP), 41(Oct1)",0.121, 80-84, 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_036015 GeneID:24030 Mrps12,0.996, Possessing mitochondrial presequence, 29(MPP),0.069, , 9-18-high, -, -, -, -, -, -, -, -, -, 25-30, -, -, -, -, 
 NP_076126 GeneID:71984 Sars2,0.929, Possessing mitochondrial presequence," 33(MPP), 34(Icp55*)",0.212, 5-9, 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_034074 GeneID:12865 Cox7a1,0.982, Possessing mitochondrial presequence," 13(MPP), 21(Oct1)",0.231, , 5-14-high, -, -, -, -, -, -, -, 10-15, -, 9-14, -, -, -, -, 
 NP_001028312 GeneID:68332 Sdhaf1,0.055, No mitochondrial presequence, 38(MPP),0.158, , 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_062419 GeneID:56189 Prodh2,0.075, No mitochondrial presequence, 66(MPP),0.076," 37-41,43-47", 13-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_079904 GeneID:110323 Cox6b1,0.01, No mitochondrial presequence, 60(MPP),0.067," 40-44,57-61", 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_082396 GeneID:72140 Cep89,0.701, Possessing mitochondrial presequence, 50(MPP),0.16, 13-17, 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_149071 GeneID:110959 Nudt19,0.531, Possessing mitochondrial presequence, 40(MPP),0.125," 7-11,61-65", 6-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080971 GeneID:110826 Etfb,0.054, No mitochondrial presequence, 77(MPP),0.052, 10-14, 10-19-high, -, -, -, -, -, -, -, -, 8-13, -, 7-12, -, -, -, 
 NP_663557 GeneID:233189 Ctu1,0.322, No mitochondrial presequence, 19(MPP),0.211," 44-48,67-71", 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001239399 GeneID:78070 Cpt1c,0.003, No mitochondrial presequence, 42(MPP),-0.048, 43-47, 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_710146 GeneID:78070 Cpt1c,0.003, No mitochondrial presequence, 42(MPP),-0.048, 43-47, 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_031553 GeneID:12028 Bax,0, No mitochondrial presequence, 38(MPP),-0.026," 35-39,76-80,92-96", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_033867 GeneID:12036 Bcat2,0.925, Possessing mitochondrial presequence, 27(MPP),0.148," 11-15,31-35", 5-14-high, -, -, -, -, -, -, -, -, 9-14, -, -, -, -, -, 
 NP_001229981 GeneID:12036 Bcat2,0, No mitochondrial presequence, 78(MPP),0.051," 85-89,92-96", 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001229982 GeneID:12036 Bcat2,0, No mitochondrial presequence, 78(MPP),0.051," 85-89,92-96", 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_659050 GeneID:70209 Tmem143,0.817, Possessing mitochondrial presequence," 40(MPP), 41(Icp55*)",0.125," 3-7,6-10,51-55,79-83,92-96", 3-12-high, -, -, -, -, 3-8, -, -, -, -, -, -, -, -, -, 
 NP_058561 GeneID:53415 Htatip2,0.006, No mitochondrial presequence," 87(MPP), 88(Icp55*)",0.034, , 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001139525 GeneID:53415 Htatip2,0, No mitochondrial presequence," 54(MPP), 55(Icp55*)",0.093, , 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001139524 GeneID:53415 Htatip2,0, No mitochondrial presequence," 54(MPP), 55(Icp55*)",0.093, , 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001139522 GeneID:53415 Htatip2,0, No mitochondrial presequence," 54(MPP), 55(Icp55*)",0.093, , 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001139521 GeneID:53415 Htatip2,0, No mitochondrial presequence," 54(MPP), 55(Icp55*)",0.093, , 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_766489 GeneID:243996 4933405O20Rik,0.059, No mitochondrial presequence," 35(MPP), 43(Oct1)",0.029," 37-41,70-74", 18-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_082902 GeneID:73724 Mcee,0.983, Possessing mitochondrial presequence," 30(MPP), 31(Icp55*)",0.167," 1-5,4-8,50-54", 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_075820 GeneID:67308 Mrpl46,0.764, Possessing mitochondrial presequence," 29(MPP), 30(Icp55*)",0.138," 19-23,57-61,93-97", 12-23-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080774 GeneID:67994 Mrps11,0.924, Possessing mitochondrial presequence, 23(MPP),0.13, 20-24, 2-15-high, -, -, -, -, -, -, 11-16, -, -, 10-15, -, -, -, -, 
 NP_059490 GeneID:18975 Polg,0.868, Possessing mitochondrial presequence, 25(MPP),0.2," 1-5,6-10", 1-10-high, 24-29, -, -, -, -, -, -, -, 4-9, -, -, -, -, -, 
 NP_766599 GeneID:269951 Idh2,0.862, Possessing mitochondrial presequence," 38(MPP), 39(Icp55*)",0.105," 4-8,58-62", 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_113552 GeneID:83485 Ngrn,0.23, No mitochondrial presequence, 93(MPP),0.011, , 9-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_079736 GeneID:66271 Tmem126a,0, No mitochondrial presequence, 66(MPP),0.045, 55-59, 14-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001156390 GeneID:66365 Ccdc90b,0.857, Possessing mitochondrial presequence," 34(MPP), 42(Oct1)",0.206, 6-10, 3-12-high, -, -, 7-12, -, 6-11, -, -, -, -, -, -, -, -, -, 
 NP_079791 GeneID:66365 Ccdc90b,0.858, Possessing mitochondrial presequence," 34(MPP), 42(Oct1)",0.206, 6-10, 3-12-high, -, -, 7-12, -, 6-11, -, -, -, -, -, -, -, -, -, 
 NP_077182 GeneID:68197 Ndufc2,0.012, No mitochondrial presequence, 31(MPP),0.032, , 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080286 GeneID:67164 Lipt2,0.129, No mitochondrial presequence, 30(MPP),0.067, 5-9, 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_033490 GeneID:22229 Ucp3,0, No mitochondrial presequence, 57(MPP),0, 14-18, 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_035801 GeneID:22228 Ucp2,0, No mitochondrial presequence, 53(MPP),0.019, , 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_942128 GeneID:52443 Mrpl48,0.854, Possessing mitochondrial presequence, 46(MPP),0.087," 5-9,58-62", 5-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_899093 GeneID:68185 Coa4,0, No mitochondrial presequence, 14(MPP),0.071, 36-40, 19-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_062375 GeneID:14356 Timm10b,0.078, No mitochondrial presequence, 10(MPP),0," 26-30,50-54,64-68", 6-15-low, -, -, -, -, -, -, -, -, -, -, -, 25-30, -, -, 
 NP_079577 GeneID:27397 Mrpl17,0.867, Possessing mitochondrial presequence, 31(MPP),0.161," 56-60,72-76,86-90,89-93", 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001192156 GeneID:320635 Cyb5r2,0, No mitochondrial presequence, 35(MPP),0.057," 53-57,65-69,84-88", 10-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_796190 GeneID:320635 Cyb5r2,0, No mitochondrial presequence, 35(MPP),0.057," 53-57,65-69,84-88", 10-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_733769 GeneID:267019 Rps15a,0.426, Possessing mitochondrial presequence," 37(MPP), 38(Icp55*)",0.189," 30-34,34-38,58-62", 5-14-low, -, -, -, -, -, -, -, 10-15, -, -, -, -, -, -, 
 NP_034070 GeneID:12850 Coq7,0.978, Possessing mitochondrial presequence," 22(MPP), 23(Icp55*)",0.182," 44-48,49-53,63-67,83-87", 19-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001171448 GeneID:233799 Acsm2,0.012, No mitochondrial presequence, 47(MPP),0.064," 26-30,32-36,52-56,76-80", 14-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_473435 GeneID:117147 Acsm1,0.522, Possessing mitochondrial presequence," 27(MPP), 28(Icp55*)",0.148, 9-13, 8-17-high, -, -, -, -, -, -, -, 3-8, -, -, -, -, -, 2-7, 
 NP_666309 GeneID:233799 Acsm2,0.165, No mitochondrial presequence, 22(MPP),0.091," 1-5,7-11,27-31,51-55", 9-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001171449 GeneID:233799 Acsm2,0.166, No mitochondrial presequence, 22(MPP),0.091," 1-5,7-11,27-31,51-55", 9-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_997607 GeneID:20216 Acsm3,0.372, No mitochondrial presequence, 13(MPP),0.231, 10-14, 15-26-low, -, -, -, -, -, -, -, -, -, -, -, 9-14, -, -, 
 NP_997606 GeneID:20216 Acsm3,0.372, No mitochondrial presequence, 13(MPP),0.231, 10-14, 15-26-low, -, -, -, -, -, -, -, -, -, -, -, 9-14, -, -, 
 NP_058566 GeneID:20216 Acsm3,0.372, No mitochondrial presequence, 13(MPP),0.231, 10-14, 15-26-low, -, -, -, -, -, -, -, -, -, -, -, 9-14, -, -, 
 NP_001272890 GeneID:73919 Lyrm1,0.804, Possessing mitochondrial presequence, 84(MPP),0.036, 16-20, 12-23-high, -, -, -, -, 16-21, -, 12-17, -, -, 11-16, -, -, -, -, 
 NP_001272888 GeneID:73919 Lyrm1,0.804, Possessing mitochondrial presequence, 84(MPP),0.036, 16-20, 12-23-high, -, -, -, -, 16-21, -, 12-17, -, -, 11-16, -, -, -, -, 
 NP_001272889 GeneID:73919 Lyrm1,0.804, Possessing mitochondrial presequence, 84(MPP),0.036, 16-20, 12-23-high, -, -, -, -, 16-21, -, 12-17, -, -, 11-16, -, -, -, -, 
 NP_083886 GeneID:73919 Lyrm1,0.804, Possessing mitochondrial presequence, 84(MPP),0.036, 16-20, 12-23-high, -, -, -, -, 16-21, -, 12-17, -, -, 11-16, -, -, -, -, 
 NP_080175 GeneID:67003 Uqcrc2,0.997, Possessing mitochondrial presequence," 13(MPP), 14(Icp55*)",0.231," 10-14,82-86", 2-11-low, -, -, -, 16-21, -, -, -, -, -, -, -, -, 10-15, -, 
 NP_080416 GeneID:67417 Ears2,0.094, No mitochondrial presequence, 26(MPP),0.115, 5-9, 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_082453 GeneID:70316 Ndufab1,0.986, Possessing mitochondrial presequence," 67(MPP), 68(Icp55*)",0.119," 2-6,61-65,86-90", 4-13-high, -, -, -, -, -, -, -, -, 8-13, -, 7-12, 1-6, -, -, 
 NP_001157185 GeneID:233870 Tufm,0.988, Possessing mitochondrial presequence," 42(MPP), 43(Icp55*)",0.143, 77-81, 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_766333 GeneID:233870 Tufm,0.988, Possessing mitochondrial presequence," 42(MPP), 43(Icp55*)",0.143, 77-81, 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_033869 GeneID:12041 Bckdk,0.996, Possessing mitochondrial presequence, 29(MPP),0.069, , 14-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_034073 GeneID:12862 Cox6a2,0.939, Possessing mitochondrial presequence, 11(MPP),0.182, , 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080102 GeneID:66885 Acadsb,0.74, Possessing mitochondrial presequence, 18(MPP),0.222, 68-72, 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001034623 GeneID:214580 Pstk,0.037, No mitochondrial presequence," 37(MPP), 38(Icp55*)",0.162, 34-38, 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_058674 GeneID:18242 Oat,0.996, Possessing mitochondrial presequence, 17(MPP),0.176, 2-6, 13-22-high, -, -, -, -, -, -, -, -, -, -, 11-16, 1-6, 2-7, -, 
 NP_033890 GeneID:12176 Bnip3,0, No mitochondrial presequence, 51(MPP),-0.098, 37-41, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_955005 GeneID:212508 Mtg1,0.158, No mitochondrial presequence, 29(MPP),0.069, 26-30, 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_071878 GeneID:64384 Sirt3,0, No mitochondrial presequence, 73(MPP),0," 66-70,70-74,80-84", 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001120823 GeneID:64384 Sirt3,0, No mitochondrial presequence, 73(MPP),0," 66-70,70-74,80-84", 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_031777 GeneID:12869 Cox8b,0.541, Possessing mitochondrial presequence, 10(MPP),0.2, 7-11, 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001171275 GeneID:64384 Sirt3,0.006, No mitochondrial presequence, 37(MPP),0.081," 25-29,72-76", 3-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001171047 GeneID:68267 Slc25a22,0.018, No mitochondrial presequence," 45(MPP), 46(Icp55*)",0.067, 81-85, 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080922 GeneID:68267 Slc25a22,0.018, No mitochondrial presequence," 45(MPP), 46(Icp55*)",0.067, 81-85, 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_035418 GeneID:19935 Mrpl23,0.335, No mitochondrial presequence, 19(MPP),0.105, , 2-11-low, -, -, -, -, -, -, 1-6, -, -, -, -, -, -, -, 
 NP_077210 GeneID:71941 Cars2,1, Possessing mitochondrial presequence, 30(MPP),0.233," 13-17,73-77,85-89,89-93", 20-29-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_081068 GeneID:52123 Agpat5,0.039, No mitochondrial presequence," 37(MPP), 38(Icp55*)",0.054, 34-38, 2-11-high, -, -, -, -, -, -, -, 6-11, -, 5-10, -, -, -, -, 
