 Sequence ID, Probability of presequence, Prediction,Cleavage_site, Net charge, Positions for TOM20 recognition motif (deliminated by comma), Position of amphypathic alpha-helix, BHHPPP, BPHBHH, HBHHBb, HBHHbB, HHBHHB, HHBPHB, HHBPHH, HHBPHP, HHHBBH, HHHBPH, HHHHBB, HHPBHH, HPBHHP, PHHBPH,
 NP_001161206 GeneID:57176 VARS2,0.042, No mitochondrial presequence, 48(MPP),0.083, , 20-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001161205 GeneID:57176 VARS2,0.003, No mitochondrial presequence, 29(MPP),0, 14-18, 14-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_055049 GeneID:7923 HSD17B8,0.935, Possessing mitochondrial presequence, 31(MPP),0.129," 23-27,43-47,81-85", 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_072045 GeneID:6222 RPS18,0.209, No mitochondrial presequence, 40(MPP),0.15," 9-13,12-16,40-44,64-68", 5-14-high, 14-19, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001179 GeneID:578 BAK1,0, No mitochondrial presequence, 37(MPP),-0.135, , 19-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_115716 GeneID:84300 UQCC2,0.013, No mitochondrial presequence, 63(MPP),0," 6-10,9-13", 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_009035 GeneID:4736 RPL10A,0.006, No mitochondrial presequence, 55(MPP),0.109, , 10-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001258570 GeneID:23787 MTCH1,0.03, No mitochondrial presequence, 56(MPP),0.054, , 8-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_055156 GeneID:23787 MTCH1,0.031, No mitochondrial presequence, 56(MPP),0.054, , 8-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_005934 GeneID:4337 MOCS1,0.5, Possessing mitochondrial presequence, 48(MPP),0.125, , 1-10-low, -, -, -, -, -, 1-6, -, -, -, -, -, -, -, -, 
 NP_001068566 GeneID:4337 MOCS1,1, Possessing mitochondrial presequence, 38(MPP),0.158," 6-10,10-14", 6-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001127965 GeneID:100188893 TOMM6,0, No mitochondrial presequence, 34(MPP),-0.059, 31-35, 19-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_060611 GeneID:55173 MRPS10,0.982, Possessing mitochondrial presequence, 13(MPP),0.231, 11-15, 12-21-high, -, -, -, -, -, -, 2-7, -, 9-14, 1-6, -, -, -, -, 
 NP_057034 GeneID:51069 MRPL2,0.323, No mitochondrial presequence, 52(MPP),0.058, 6-10, 4-13-high, -, -, -, -, -, -, -, 9-14, -, -, -, 5-10, -, -, 
 NP_115487 GeneID:64928 MRPL14,0.38, No mitochondrial presequence," 17(MPP), 18(Icp55*)",0.059," 14-18,54-58,57-61,87-91", 3-12-low, 21-26, -, -, -, -, -, -, -, -, -, -, 13-18, 14-19, -, 
 NP_065796 GeneID:57505 AARS2,1, Possessing mitochondrial presequence," 24(MPP), 25(Icp55*)",0.292," 12-16,41-45", 9-18-high, -, -, -, -, -, -, -, -, 7-12, -, 6-11, -, -, -, 
 NP_001190981 GeneID:9481 SLC25A27,0.012, No mitochondrial presequence, 10(MPP),-0.3," 20-24,84-88,96-100", 13-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_004268 GeneID:9481 SLC25A27,0.012, No mitochondrial presequence, 10(MPP),-0.3," 20-24,84-88,96-100", 13-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001190980 GeneID:9481 SLC25A27,0.013, No mitochondrial presequence, 10(MPP),-0.3," 20-24,84-88,96-100", 13-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_660310 GeneID:135154 C6orf57,0.238, No mitochondrial presequence, 20(MPP),0.1, 17-21, 16-25-low, -, -, -, -, 17-22, -, -, -, -, 25-30, -, -, -, -, 
 NP_001856 GeneID:1347 COX7A2,0.009, No mitochondrial presequence, 47(MPP),0.043, , 10-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_699193 GeneID:167681 PRSS35,0.016, No mitochondrial presequence," 42(MPP), 50(Oct1)",-0.048, 34-38, 10-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001163894 GeneID:167681 PRSS35,0.016, No mitochondrial presequence," 42(MPP), 50(Oct1)",-0.048, 34-38, 10-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_064716 GeneID:57038 RARS2,0.306, No mitochondrial presequence, 16(MPP),0.188," 5-9,13-17,65-69", 9-18-high, -, -, -, -, -, -, -, -, -, -, -, -, 13-18, -, 
 NP_065199 GeneID:57226 LYRM2,0.91, Possessing mitochondrial presequence, 29(MPP),0.207, 26-30, 20-30-high, -, -, -, -, -, -, -, -, 24-29, -, 23-28, -, -, -, 
 NP_054884 GeneID:29078 NDUFAF4,0.085, No mitochondrial presequence, 33(MPP),0.121, , 14-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_059117 GeneID:51805 COQ3,0.698, Possessing mitochondrial presequence, 30(MPP),0.167," 14-18,81-85", 14-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001182060 GeneID:100130890 TSTD3,0, No mitochondrial presequence, 82(MPP),-0.037, , 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_116119 GeneID:84816 RTN4IP1,0.762, Possessing mitochondrial presequence," 32(MPP), 40(Oct1)",0.219, , 20-29-low, -, -, -, -, -, -, 3-8, -, -, -, -, -, -, -, 
 NP_001135940 GeneID:51250 C6orf203,0.148, No mitochondrial presequence, 84(MPP),0.107, 39-43, 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001135942 GeneID:51250 C6orf203,0.205, No mitochondrial presequence, 89(MPP),0.101, 44-48, 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_057571 GeneID:51250 C6orf203,0.148, No mitochondrial presequence, 84(MPP),0.107, 39-43, 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_612638 GeneID:135114 HINT3,0, No mitochondrial presequence, 9(MPP),-0.111, 50-54, 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001132982 GeneID:55862 ECHDC1,0.379, No mitochondrial presequence, 75(MPP),0.027, 87-91, 5-14-high, -, -, -, -, -, -, 7-12, 11-16, -, -, -, -, -, 10-15, 
 NP_006825 GeneID:10981 RAB32,0, No mitochondrial presequence, 45(MPP),0.022," 25-29,42-46,63-67,91-95", 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001229698 GeneID:25902 MTHFD1L,0.995, Possessing mitochondrial presequence, 31(MPP),0.258, , 8-17-high, -, -, -, -, -, 8-13, -, -, -, 7-12, -, -, -, -, 
 NP_060379 GeneID:55005 RMND1,0.957, Possessing mitochondrial presequence, 24(MPP),0.208," 5-9,25-29", 1-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001258866 GeneID:55005 RMND1,0, No mitochondrial presequence, 35(MPP),-0.114," 74-78,77-81", 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_061914 GeneID:54516 MTRF1L,0.998, Possessing mitochondrial presequence," 25(MPP), 26(Icp55*)",0.28," 9-13,67-71,92-96", 14-26-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001107656 GeneID:54516 MTRF1L,0.998, Possessing mitochondrial presequence," 25(MPP), 26(Icp55*)",0.28," 9-13,67-71,92-96", 14-26-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_116250 GeneID:84947 SERAC1,0.297, No mitochondrial presequence, 13(MPP),0.154, 55-59, 20-29-low, -, -, -, -, -, -, -, -, 9-14, -, 8-13, -, -, -, 
 NP_001019637 GeneID:6648 SOD2,0.993, Possessing mitochondrial presequence, 24(MPP),0.125, 2-6, 2-13-high, -, -, -, -, -, -, -, -, -, -, -, 1-6, -, -, 
 NP_001019636 GeneID:6648 SOD2,0.993, Possessing mitochondrial presequence, 24(MPP),0.125, 2-6, 2-13-high, -, -, -, -, -, -, -, -, -, -, -, 1-6, -, -, 
 NP_000627 GeneID:6648 SOD2,0.993, Possessing mitochondrial presequence, 24(MPP),0.125, 2-6, 2-13-high, -, -, -, -, -, -, -, -, -, -, -, 1-6, -, -, 
 NP_054880 GeneID:29074 MRPL18,0.769, Possessing mitochondrial presequence, 21(MPP),0.19, , 3-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_057182 GeneID:51660 MPC1,0.063, No mitochondrial presequence, 69(MPP),0.058," 6-10,66-70", 5-14-high, -, -, -, -, -, -, -, -, 4-9, -, -, -, -, -, 
 NP_001257808 GeneID:51660 MPC1,0.02, No mitochondrial presequence, 26(MPP),0.115, 23-27, 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_064695 GeneID:57016 AKR1B10,0.004, No mitochondrial presequence, 71(MPP),0.014," 31-35,76-80,89-93", 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001180242 GeneID:79783 SUGCT,0.618, Possessing mitochondrial presequence, 38(MPP),0.132," 12-16,56-60", 6-15-high, -, -, -, -, -, -, -, -, -, -, 15-20, -, -, -, 
 NP_079004 GeneID:79783 SUGCT,0.619, Possessing mitochondrial presequence, 38(MPP),0.132," 12-16,56-60", 6-15-high, -, -, -, -, -, -, -, -, -, -, 15-20, -, -, -, 
 NP_001180240 GeneID:79783 SUGCT,0.63, Possessing mitochondrial presequence, 38(MPP),0.132," 12-16,56-60", 6-15-high, -, -, -, -, -, -, -, -, -, -, 15-20, -, -, -, 
 NP_001180241 GeneID:79783 SUGCT,0.609, Possessing mitochondrial presequence, 38(MPP),0.132," 12-16,56-60", 6-15-high, -, -, -, -, -, -, -, -, -, -, 15-20, -, -, -, 
 NP_689914 GeneID:154664 ABCA13,0.142, No mitochondrial presequence," 84(MPP), 85(Icp55*)",0.071, , 12-22-high, -, -, -, -, -, -, 12-17, -, -, 11-16, -, -, -, -, 
 NP_683682 GeneID:81554 WBSCR16,0.773, Possessing mitochondrial presequence, 37(MPP),0.189, 58-62, 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001231535 GeneID:83943 IMMP2L,0.039, No mitochondrial presequence, 33(MPP),0.121," 8-12,11-15,30-34,90-94", 7-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_115938 GeneID:83943 IMMP2L,0.039, No mitochondrial presequence, 33(MPP),0.121," 8-12,11-15,30-34,90-94", 7-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_689953 GeneID:11112 HIBADH,0.996, Possessing mitochondrial presequence, 35(MPP),0.171, 96-100, 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_002038 GeneID:2617 GARS,0.187, No mitochondrial presequence," 35(MPP), 36(Icp55*)",0.2, 91-95, 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_114403 GeneID:64951 MRPS24,0.922, Possessing mitochondrial presequence," 27(MPP), 35(Oct1)",0.074," 24-28,58-62,92-96", 17-28-high, -, -, -, -, 24-29, -, -, -, -, -, -, -, -, -, 
 NP_001158508 GeneID:4967 OGDH,0.996, Possessing mitochondrial presequence," 39(MPP), 40(Icp55*)",0.179, , 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_002532 GeneID:4967 OGDH,0.996, Possessing mitochondrial presequence," 39(MPP), 40(Icp55*)",0.179, , 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001003941 GeneID:4967 OGDH,0.996, Possessing mitochondrial presequence," 39(MPP), 40(Icp55*)",0.179, , 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001153682 GeneID:10165 SLC25A13,0.187, No mitochondrial presequence, 44(MPP),0.045," 3-7,21-25,41-45", 17-26-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_055066 GeneID:10165 SLC25A13,0.188, No mitochondrial presequence, 44(MPP),0.045," 3-7,21-25,41-45", 17-26-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_056538 GeneID:50640 PNPLA8,0.006, No mitochondrial presequence," 49(MPP), 57(Oct1)",0.122, , 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001242937 GeneID:50640 PNPLA8,0.006, No mitochondrial presequence," 49(MPP), 57(Oct1)",0.122, , 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001242936 GeneID:50640 PNPLA8,0.006, No mitochondrial presequence," 49(MPP), 57(Oct1)",0.122, , 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001242939 GeneID:50640 PNPLA8,0.913, Possessing mitochondrial presequence, 38(MPP),0.158," 11-15,23-27", 20-29-low, -, -, -, -, -, -, -, -, -, -, -, 22-27, 23-28, -, 
 NP_001242938 GeneID:50640 PNPLA8,0.006, No mitochondrial presequence," 49(MPP), 57(Oct1)",0.122, , 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001242940 GeneID:50640 PNPLA8,0.913, Possessing mitochondrial presequence, 38(MPP),0.158," 11-15,23-27", 20-29-low, -, -, -, -, -, -, -, -, -, -, -, 22-27, 23-28, -, 
 NP_005754 GeneID:10157 AASS,0.938, Possessing mitochondrial presequence, 66(MPP),0.152, , 9-20-high, -, -, -, -, -, -, -, -, -, -, 25-30, -, -, -, 
 NP_055205 GeneID:27044 SND1,0.008, No mitochondrial presequence, 63(MPP),0.111," 23-27,60-64", 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_060282 GeneID:54927 CHCHD3,0, No mitochondrial presequence, 28(MPP),0, , 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_443085 GeneID:90956 ADCK2,0.036, No mitochondrial presequence, 70(MPP),0.071, 47-51, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_060708 GeneID:55750 AGK,0.392, Possessing mitochondrial presequence, 41(MPP),0.146, 38-42, 4-14-high, -, -, -, -, -, 4-9, -, -, -, 3-8, -, -, -, -, 
 NP_009119 GeneID:11194 ABCB8,0.927, Possessing mitochondrial presequence, 25(MPP),0.16," 2-6,42-46", 15-24-low, -, -, -, -, 2-7, -, -, -, -, -, -, -, -, -, 
 NP_001269222 GeneID:11194 ABCB8,0.016, No mitochondrial presequence, 34(MPP),0.118, , 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001269221 GeneID:11194 ABCB8,0.926, Possessing mitochondrial presequence, 25(MPP),0.16," 2-6,42-46", 15-24-low, -, -, -, -, 2-7, -, -, -, -, -, -, -, -, -, 
 NP_001269220 GeneID:11194 ABCB8,0.958, Possessing mitochondrial presequence, 25(MPP),0.16," 2-6,59-63", 15-24-low, -, -, -, -, 2-7, -, -, -, -, -, -, -, -, -, 
 NP_001026788 GeneID:90639 COX19,0.004, No mitochondrial presequence, 53(MPP),0.075, 37-41, 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_037525 GeneID:29960 FTSJ2,0.541, Possessing mitochondrial presequence, 38(MPP),0.132," 4-8,30-34,43-47,57-61", 17-26-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_002480 GeneID:4697 NDUFA4,0.095, No mitochondrial presequence, 36(MPP),0.111, 33-37, 2-11-high, -, -, -, -, -, -, 1-6, -, -, -, -, -, -, -, 
 NP_006399 GeneID:10551 AGR2,0, No mitochondrial presequence, 22(MPP),0, 87-91, 11-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_061932 GeneID:54543 TOMM7,0.056, No mitochondrial presequence, 39(MPP),0.179, , 8-17-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_612455 GeneID:115416 MALSU1,0.969, Possessing mitochondrial presequence, 60(MPP),0.117," 7-11,16-20,48-52", 6-15-high, -, -, -, -, -, -, -, -, 14-19, -, -, -, -, -, 
 NP_061820 GeneID:54205 CYCS,0.006, No mitochondrial presequence, 40(MPP),0.15, , 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_114109 GeneID:64983 MRPL32,0.222, No mitochondrial presequence, 27(MPP),0.074, 24-28, 20-29-high, -, -, -, -, -, -, 19-24, -, -, -, -, -, -, -, 
 NP_060694 GeneID:55744 COA1,0.683, Possessing mitochondrial presequence, 44(MPP),0.136," 3-7,46-50,72-76", 16-25-high, -, -, -, -, -, -, -, -, -, -, -, 2-7, -, -, 
 NP_112162 GeneID:9238 TBRG4,0.925, Possessing mitochondrial presequence, 31(MPP),0.161," 2-6,72-76", 4-13-high, -, -, -, -, 2-7, -, -, -, -, -, -, -, -, -, 
 NP_004740 GeneID:9238 TBRG4,0.925, Possessing mitochondrial presequence, 31(MPP),0.161," 2-6,72-76", 4-13-high, -, -, -, -, 2-7, -, -, -, -, -, -, -, -, -, 
 NP_954573 GeneID:9238 TBRG4,0.925, Possessing mitochondrial presequence, 31(MPP),0.161," 2-6,72-76", 4-13-high, -, -, -, -, 2-7, -, -, -, -, -, -, -, -, -, 
 NP_001248763 GeneID:9238 TBRG4,0.149, No mitochondrial presequence, 26(MPP),0.038," 13-17,83-87", 15-24-high, -, -, -, -, 13-18, -, -, -, -, -, -, -, -, -, 
 NP_001189398 GeneID:2631 GBAS,0.999, Possessing mitochondrial presequence," 32(MPP), 40(Oct1)",0.188," 2-6,18-22,78-82", 13-22-low, -, -, -, -, 2-7, -, -, -, -, -, -, 17-22, -, -, 
 NP_001474 GeneID:2631 GBAS,0.999, Possessing mitochondrial presequence," 32(MPP), 40(Oct1)",0.188," 2-6,18-22,89-93", 13-22-low, -, -, -, -, 2-7, -, -, -, -, -, -, 17-22, -, -, 
 NP_057053 GeneID:51373 MRPS17,0.516, Possessing mitochondrial presequence, 33(MPP),0.242," 14-18,30-34,39-43,65-69,88-92", 14-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_057223 GeneID:51142 CHCHD2,0.132, No mitochondrial presequence, 52(MPP),0.154, 76-80, 12-21-low, -, -, -, 22-27, -, -, -, -, -, -, -, -, -, -, 
 NP_115693 GeneID:84277 DNAJC30,0.85, Possessing mitochondrial presequence," 37(MPP), 38(Icp55*)",0.162, 9-13, 4-13-low, -, -, -, -, -, -, -, -, -, -, -, 8-13, -, -, 
 NP_683711 GeneID:83451 ABHD11,0.549, Possessing mitochondrial presequence," 90(MPP), 91(Icp55*)",0.089," 13-17,78-82", 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001138836 GeneID:83451 ABHD11,0.487, Possessing mitochondrial presequence, 59(MPP),0.119," 13-17,85-89", 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_683710 GeneID:83451 ABHD11,0.478, Possessing mitochondrial presequence, 59(MPP),0.119," 13-17,85-89", 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_110425 GeneID:81554 WBSCR16,0.789, Possessing mitochondrial presequence, 37(MPP),0.189, 58-62, 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001268370 GeneID:81554 WBSCR16,0.742, Possessing mitochondrial presequence, 37(MPP),0.189, 58-62, 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_005909 GeneID:4191 MDH2,0.999, Possessing mitochondrial presequence," 16(MPP), 24(Oct1)",0.188, , 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001269332 GeneID:4191 MDH2,0.998, Possessing mitochondrial presequence," 16(MPP), 24(Oct1)",0.188, , 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001269333 GeneID:4191 MDH2,0.007, No mitochondrial presequence, 70(MPP),0, , 4-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001137407 GeneID:54677 CROT,0, No mitochondrial presequence, 42(MPP),-0.048, 32-36, 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_066974 GeneID:54677 CROT,0, No mitochondrial presequence, 13(MPP),-0.077, 32-36, 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001230674 GeneID:54677 CROT,0, No mitochondrial presequence, 79(MPP),0.013, 32-36, 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_061331 GeneID:55972 SLC25A40,0.003, No mitochondrial presequence, 43(MPP),0," 63-67,91-95", 13-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_149098 GeneID:85865 GTPBP10,0.724, Possessing mitochondrial presequence, 67(MPP),0.149, , 8-19-high, -, -, -, -, -, -, -, -, 7-12, -, 6-11, -, -, -, 
 NP_001036182 GeneID:85865 GTPBP10,0.72, Possessing mitochondrial presequence, 67(MPP),0.149, , 8-19-high, -, -, -, -, -, -, -, -, 7-12, -, 6-11, -, -, -, 
 NP_008911 GeneID:7978 MTERF,0.077, No mitochondrial presequence, 44(MPP),0.091, , 9-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_002603 GeneID:5166 PDK4,0.924, Possessing mitochondrial presequence, 30(MPP),0.1, 3-7, 20-29-high, -, -, -, -, -, -, -, -, -, 6-11, -, -, -, -, 
 NP_064571 GeneID:57001 ACN9,0.8, Possessing mitochondrial presequence, 42(MPP),0.143," 13-17,19-23,50-54", 9-18-high, -, -, -, -, -, -, -, -, 11-16, -, -, -, -, -, 
 NP_001185808 GeneID:100526740 ATP5J2-PTCD1,0, No mitochondrial presequence," 58(MPP), 59(Icp55*)",0.052," 52-56,55-59", 11-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_004880 GeneID:9551 ATP5J2,0, No mitochondrial presequence, 47(MPP),0.021," 48-52,52-56", 17-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_056360 GeneID:26024 PTCD1,0.291, No mitochondrial presequence, 31(MPP),0.129," 3-7,6-10", 3-12-high, -, -, -, -, 3-8, -, -, -, -, -, -, -, -, -, 
 NP_001034267 GeneID:9551 ATP5J2,0, No mitochondrial presequence," 28(MPP), 36(Oct1)",0.036, , 11-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001003714 GeneID:9551 ATP5J2,0, No mitochondrial presequence," 34(MPP), 42(Oct1)",0, , 17-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001003713 GeneID:9551 ATP5J2,0.003, No mitochondrial presequence, 41(MPP),0.049," 42-46,46-50", 11-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_057152 GeneID:51024 FIS1,0, No mitochondrial presequence, 45(MPP),-0.022," 87-91,90-94", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001138741 GeneID:222234 FAM185A,0.806, Possessing mitochondrial presequence," 38(MPP), 39(Icp55*)",0.105," 12-16,26-30", 21-30-high, -, 18-23, -, -, -, 16-21, -, -, -, 15-20, -, -, -, -, 
 NP_001138740 GeneID:222234 FAM185A,0.778, Possessing mitochondrial presequence," 38(MPP), 39(Icp55*)",0.105," 12-16,26-30", 21-30-high, -, 18-23, -, -, -, 16-21, -, -, -, 15-20, -, -, -, -, 
 NP_114111 GeneID:83787 ARMC10,0.023, No mitochondrial presequence, 27(MPP),0.074, , 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001154484 GeneID:83787 ARMC10,0.025, No mitochondrial presequence, 27(MPP),0.074," 63-67,79-83", 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001154482 GeneID:83787 ARMC10,0.022, No mitochondrial presequence, 27(MPP),0.074, , 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001154481 GeneID:83787 ARMC10,0.024, No mitochondrial presequence, 27(MPP),0.074," 63-67,79-83", 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001154485 GeneID:83787 ARMC10,0.025, No mitochondrial presequence, 27(MPP),0.074," 63-67,79-83", 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001154483 GeneID:83787 ARMC10,0.024, No mitochondrial presequence, 27(MPP),0.074," 63-67,79-83", 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_004270 GeneID:9512 PMPCB,0.996, Possessing mitochondrial presequence, 29(MPP),0.138, 5-9, 16-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_000099 GeneID:1738 DLD,0.996, Possessing mitochondrial presequence," 34(MPP), 35(Icp55*)",0.147," 4-8,57-61", 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001276679 GeneID:1738 DLD,0, No mitochondrial presequence, 19(MPP),0," 21-25,31-35,39-43", 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001276680 GeneID:1738 DLD,0.995, Possessing mitochondrial presequence," 34(MPP), 35(Icp55*)",0.147," 4-8,57-61,74-78", 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001276681 GeneID:1738 DLD,0.996, Possessing mitochondrial presequence," 34(MPP), 35(Icp55*)",0.147," 4-8,57-61", 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001269350 GeneID:4698 NDUFA5,0.167, No mitochondrial presequence, 23(MPP),0.087, 25-29, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, 24-29, -, -, 
 NP_001269351 GeneID:4698 NDUFA5,0, No mitochondrial presequence, 54(MPP),-0.056, , 1-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001269349 GeneID:4698 NDUFA5,0.046, No mitochondrial presequence, 26(MPP),0.077, 28-32, 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001269348 GeneID:4698 NDUFA5,0.417, Possessing mitochondrial presequence," 31(MPP), 32(Icp55*)",0.161, 13-17, 12-21-low, -, -, -, -, -, -, -, -, -, -, -, 12-17, -, -, 
 NP_004991 GeneID:4698 NDUFA5,0.176, No mitochondrial presequence, 26(MPP),0.115, 28-32, 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001653 GeneID:381 ARF5,0.129, No mitochondrial presequence, 80(MPP),0.062," 9-13,78-82", 5-14-high, -, 16-21, -, -, -, -, -, -, -, -, -, 8-13, -, -, 
 NP_932068 GeneID:154791 C7orf55,0.597, Possessing mitochondrial presequence, 28(MPP),0.107," 34-38,38-42", 9-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_004537 GeneID:4708 NDUFB2,0.978, Possessing mitochondrial presequence, 73(MPP),0.096," 4-8,70-74", 10-19-high, -, -, -, -, -, -, -, -, -, -, -, 3-8, 4-9, -, 
 NP_057155 GeneID:51650 MRPS33,0.319, No mitochondrial presequence, 67(MPP),0.075, 33-37, 11-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_444263 GeneID:51650 MRPS33,0.319, No mitochondrial presequence, 67(MPP),0.075, 33-37, 11-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
